Timestamp,How many years have you been doing data visualization?,What is your educational background?,How did you learn to create data visualization?,Did you set out to work in data visualization or did you fall into it?,Is this your first job doing data visualization?,What is your official job title?,Is your total compensation in-line with Software Engineers and UX/UI/Designer roles at your level?,What focus is data visualization in your work?,For your current role or the majority of your projects: were you hired to do data visualization only or is data visualization a part of your job/project description?,What's your employment status,How is your organization using data visualization?,Is there a separate group that does data visualizations or are you embedded in another group? (data science UX UI web data engineering IT etc),What level of data visualizations are used at your organization?,Are data visualization specialists represented in the leadership of your organization?,Data visualization roles at your organization are found in what part of the organization?,Percent of your day focused on creating/implementing/productizing data visualizations?,Percent of your day focused on data engineering?,Percent of your day focused on data science?,Percent of your day focused on design?,Percent of your day focused on data prep work?,What technologies do you use to visualize data?,Are you able to choose your own tools or are the choices made for you?,How do you present your data visualizations?,Which of these charts have you used in production in the last 6 months:,Who do you make data visualizations for?,What knowledge level do they have of the data you are visualizing for them?,How often do they consume your data visualizations?,What do they use your data visualizations for?,How would you describe the relationship?,What is your biggest frustration with your job?,What is your biggest frustration with doing data visualization in your job?,If you could change one thing about your job what would it be?,If you could change one thing about your data visualization work what would it be?,What do you think other people in your organization just don‰Ûªt get about the data visualization work that you do?,What one change would make your job better?,What community support / discussions / advice would you want to see from data visualization thought leaders?,Who do you look to as a thought leader in data visualization?,Do you want to spend more time or less time visualizing data in the future?,Gender,Age,Where do you live?,What‰Ûªs your ethnicity?,The organization you work for is in which of the following?
3/1/17 11:52,10,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Scientist,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Marketing,Both,Modeling;Graphics,No,Design;Engineering;Research,2,10,15,0,30,Illustrator;Excel;Other Javascript;Other Python;Java;QGIS;Other GIS;Matlab,I'm able to choose my own tools.,Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Raster Map;Flow Diagram,Analysts;Engineers;Scientists;Project Managers;Executives,Intro;Moderate;Expert,Weekly,Analysis;Summarization;Learning;Research,Collaborative,,"1) See Cool Visualization on the web. Want to do it myself. 2) Find out how it was done. Go find Cool Visualization Package on the web. 3) Read how it depends on six different funky Java/Python/XYZ libraries- which can all be correctly and painlessly installed by a grand total of three people in the world. 4) Faced with the cost-benefit analysis of ""Becoming an expert in six different funky libraries"" vs ""Having a Cool Visualization""- I always say Screw It and move on. Data Visualization People are notoriously naive about what it takes to install- learn- use- and maintain their tools and products. I love me a good graphic- but if the cost (in time and personal frustration) to make that graphic is too high- I'm gonna pass.",,I wish ArcGIS wasn't so damned expensive- and that QGIS wasn't so damned not-ready-for-prime-time.,They stoutly refuse to appreciate the hours of work that went into deciding whether my curves should be red or blue. ,,,Tufte,Same,male,46 - 55,USA or Canada,white,Private sector
3/1/17 12:45,5,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,IT Project Manager,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,No,IT,1,2,2,5,5,Excel;Tableau;Other R;Gephi,I'm able to choose my own tools.,Documents;Presentations;Email,Line Chart;Bar Chart;Network Diagram;Raster Map;Flow Diagram,Analysts;Product Managers;Project Managers;Executives,Intro;Moderate,Monthly,Analysis;Summarization;Learning;Research,Collaborative,Not having the time to do more data visualization,The company rarely acts on the information presented.,My salary!,I'd like to have it be more dynamic (D3),Data needs access- understanding before & after- then action from result.,Authorization to explore data,simplification of collection from public sites,Tufte,Much more,male,36 - 45,USA or Canada,white,Private sector
3/1/17 16:15,3,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Data Scientist,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,No,Design;Marketing;Research,20,10,40,0,30,Illustrator;Tableau;Pandas;Other Python;ArcGIS;QGIS,I'm able to choose my own tools.,Dashboard;Scrollytelling;Documents;Presentations;Email,Line Chart;Bar Chart;Infographics;Treemap;Dendrogram;Choropleth Map;Heat maps,General Public;Analysts;Government officials,Moderate;Expert,Weekly,Summarization;Learning;Research,Collaborative,Colleagues and stakeholders do not always have visualization literacy to understand anything beyond basic line or bar charts.,The data itself is often quite disparate- incomplete- and skewed towards categorical.,Better access to clean data. ,Better understanding of production integration into custom web products,The amount of time it can take,Other data visualizers,An understanding of the limitations of public sector work and strategies for overcoming these limitations,Tufte,Much more,male,26 - 35,USA or Canada,white,Public sector
3/2/17 4:03,3,Masters,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Front-end Engineer,Data Visualization Role has same compensation,Data visualization is an important secondary part of my job but not the focus,Hired to do data visualization,Full-time,Analysis;Summary/Overview;Communication;Exploration,Both,Business Intelligence Tools;ggplot2/Pandas Charts;Completely custom,Yes,Design;Engineering,20,70,0,2,8,D3;WebGL;Other Javascript;React;Other MVC,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Static Web Page,Line Chart;Bar Chart;Infographics;Network Diagram,Analysts;Engineers;Scientists;Product Managers;Project Managers;Executives,Moderate;Expert,Weekly,Analysis;Summarization;Learning;Research,Consultative,Messy data- tight deadlines,People wants to see particular vis without thinking whether it is the right approach to visualize data.,Better data,More freedom and time for research,Complexity,More time for research and ideas,Discussion about complexity- colour and mixing different approaches,Tufte,More,female,25 or younger,Europe,white,Private sector
3/2/17 7:29,5,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Data Scientist,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,No,Research,5,10,50,0,20,ggplot;Other R;Pandas;Other Python,We have a set list of tools we're expected to use for data visualization.,Embedded in a tool;Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Dendrogram,Analysts;Product Managers;Project Managers;Executives,Moderate,Monthly,Analysis;Summarization;Research,Consultative,Inconsistent priorities from business partners,,,,Not enough have a good understanding of technical communication principles,,,Tufte,Same,male,26 - 35,USA or Canada,white,Private sector
3/2/17 9:19,4,Technical School,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Customer Insight Analyst,Data Visualization Role has Lower compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools,No,Design,10,25,5,10,50,Excel;Power BI,We have a set list of tools we're expected to use for data visualization.,Dashboard;Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Treemap;Network Diagram;Choropleth Map,Analysts;Product Managers;Executives,Intro,Daily,Summarization,Subordinate,Bad Data,Not enough time,Less ETL,More time to learn new tools,The point,Better quality data,Practical examples/How-tos and whys,Tufte,More,male,36 - 45,Europe,white,Private sector
3/2/17 22:36,6,PhD,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Senior Data Analyst,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,Don't Know,Engineering;Marketing;Research;analytics,30,10,30,0,30,ggplot;Other R;Looker,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Documents;Presentations,Line Chart;Bar Chart;Dendrogram;heat map;histogram;density plot;violin plot;boxplot,Analysts;Engineers;Product Managers;Project Managers;marketing managers;ops,Intro;Moderate;Expert,Weekly,Analysis;Summarization;Learning;Research,Consultative,data cleaning,time it takes,,,how hard it is to get it right,,tutorials- knowledge sharing,Tufte,Same,female,26 - 35,USA or Canada,hispanic,Private sector
3/3/17 6:07,6,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Consultant,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Student,,,,,,5,5,5,10,5,ggplot;Other R,I'm able to choose my own tools.,Static Web Page;Documents;Email,Line Chart;Bar Chart;Treemap,Scientists;Product Managers,Intro;Moderate;Expert,Weekly,Analysis;Summarization;Learning;Research,Consultative,The best tools have an interaction model (CLI) stuck in the 70s,Lack of knowledge about appropriate statistical methods of representing variance and confidence intervals around within-subjects repeated measures data.,Better tools with better guidance.,Better tools with better guidance and a different interaction model updated for this millennium. ,Why some seemingly minor aspects are important- and why not producing simple bar charts is a good thing.,Better tools.,Establishing norms and tools that support those norms.,Tufte,More,other,26 - 35,USA or Canada,multi,Mixed
3/6/17 6:00,4,Technical School,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Customer insight analyst - mobile web,Data Visualization Role has Lower compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools,No,Analysis,10,10,0,5,65,Excel;Power BI,We have a set list of tools we're expected to use for data visualization.,Dashboard;Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Treemap;Choropleth Map;Flow Diagram,Analysts;Product Managers;Executives,Intro,Daily,Analysis;Summarization;Research,Consultative,ETL,Too much ETL,Better data sources,More time/ acceptance,Time taken to explore dataset,A decent reporting cube,,Tufte,Much more,male,36 - 45,Europe,white,Private sector
2/27/17 19:04,10,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Director People Analytics,Data Visualization Role has Lower compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,No,Research,10,20,30,10,30,Excel;Plotly;Other BI;Leaflet;ggplot;Other R,We have a set list of tools we're expected to use for data visualization.,Dashboard;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Treemap;Flow Diagram,Analysts;Product Managers;Executives,Intro,Hourly,Analysis;Summarization;Learning,Consultative, Communication,Too many options- too short a deadline,More time to focus,Learn d3,How to see the story,More time to focus,Communicating with leaders,Tufte;Alberto Cairo,More,male,36 - 45,USA or Canada,white,Not-for-profit
2/28/17 6:23,3,Masters,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Data artist,Don't Know/Prefer Not to Say,Data visualization is the focus of my job,Hired to do data visualization,Contractor,,,,,,75,,25,25,25,Illustrator;Tableau,We have a set list of tools we're expected to use for data visualization.,Dashboard,Line Chart;Bar Chart;Pie Chart;Choropleth Map,General Public,Intro,Hourly,Entertainment;Summarization;Learning,Collaborative,Not enough support/resources/time,Cleaning data,Spend more time visualizing data and less time cleaning it,Improve analysis,Its a data viz company- they all get it_Ù÷ä,More resources,Data/viz literacy,Tufte;Alberto Cairo,Much more,female,26 - 35,USA or Canada,white,Public sector
2/27/17 22:26,6,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,CTO,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Marketing;Exploration,Embedded in another team,General charting libraries;Completely custom,Yes,Design;Engineering,20,20,20,20,0,D3;Leaflet;Highcharts;Angular;Google Maps;Crossfilter,I'm able to choose my own tools.,Embedded in a tool;Dashboard,Line Chart;Bar Chart;Pie Chart;Treemap;Network Diagram,Analysts;Marketing Experts,Moderate;Expert,Daily,Analysis;Summarization,Consultative,Will of adding always new things rather than finish the important ones.,There's more focus in the quantity of data viz rather than quality from other departments.,Remove 50 of data viz- then improve the other half.,,Some people don't see the value of working in details of data viz.,Focus on quality rather than quantity. In general.,,Tufte;Alberto Cairo;Andy Kirk;Mike Bostock;Hellerstein,Same,male,26 - 35,Europe,white,Private sector
